task_id_list	courier_id	total_score	willingness
T0001,T0002	C018	49.817	0.1309
T0009,T0012	C057	81.931	0.2594
T0005,T0008	C033	29.327	0.3441
T0001	C048	23.455	0.1389
T0024,T0028	C019	36.014	0.0383
T0008,T0012	C028	66.317	0.5667
T0000,T0010	C015	32.768	0.2884
T0000,T0002	C008	72.772	0.4496
T0016,T0026	C012	69.342	0.0761
T0003,T0021	C011	51.738	0.0848
T0010,T0012	C027	24.72	0.1204
T0000,T0017	C050	85.95	0.1291
T0018,T0028	C014	47.81	0.1159
T0005,T0010	C022	52.054	0.2229
T0003,T0007	C050	59.875	0.01
T0022,T0025	C034	54.498	0.4701
T0005,T0015	C016	59.461	0.1205
T0011,T0026	C038	40.912	0.3751
T0020,T0028	C032	45.611	0.1974
T0005	C017	14.072	0.2597
T0000,T0027	C052	81.41	0.3481
T0000,T0024	C040	34.13	0.0473
T0003,T0011	C059	79.935	0.0628
T0012	C056	37.319	0.1195
T0004,T0024	C051	70.023	0.408
T0013,T0029	C001	65.44	0.1984
T0004,T0009	C021	70.017	0.1502
T0004	C055	43.13	0.2321
T0002,T0018	C042	100.0	0.01
T0011,T0029	C015	57.835	0.2612
T0006,T0007	C055	23.46	0.1629
T0002,T0004	C016	65.114	0.1273
T0000,T0009	C043	56.388	0.5075
T0019,T0026	C009	67.212	0.0103
T0006,T0011	C029	52.794	0.0624
T0005,T0019	C007	30.648	0.5718
T0019,T0026	C055	73.392	0.6819
T0005,T0008	C052	41.333	0.3715
T0002,T0027	C050	37.972	0.1939
T0023,T0024	C012	45.025	0.3055
T0013	C054	24.372	0.601
T0002,T0024	C018	27.269	0.1268
T0000,T0003	C038	32.599	0.1424
T0008,T0023	C057	81.1	0.4139
T0010,T0028	C047	67.912	0.356
T0001,T0014	C015	41.768	0.6711
T0018,T0020	C032	50.225	0.1309
T0008,T0019	C054	68.319	0.4823
T0003,T0014	C013	46.114	0.1665
T0027	C003	18.622	0.1945
T0005,T0023	C038	28.027	0.5912
T0003,T0020	C059	46.792	0.066
T0004,T0013	C030	69.086	0.3158
T0002,T0029	C048	67.811	0.076
T0013,T0014	C054	44.151	0.3471
T0003,T0009	C029	43.058	0.1596
T0004,T0026	C020	41.943	0.4953
T0004,T0025	C016	69.373	0.1225
T0000,T0013	C019	43.448	0.2171
T0020,T0025	C036	38.852	0.1245
T0012	C025	28.601	0.7846
T0001,T0028	C001	31.406	0.3605
T0010	C024	32.198	0.7981
T0010,T0020	C022	26.706	0.1526
T0010,T0022	C038	62.496	0.183
T0009,T0028	C010	34.987	0.6765
T0015,T0022	C048	69.558	0.2853
T0023,T0027	C005	51.477	0.2733
T0010,T0019	C029	73.383	0.313
T0002,T0015	C056	95.066	0.7908
T0018	C014	45.158	0.1452
T0004,T0029	C001	79.515	0.7408
T0011,T0016	C000	37.195	0.8002
T0002,T0022	C001	70.14	0.6323
T0004,T0025	C020	66.176	0.1838
T0017,T0018	C016	100.0	0.4593
T0008,T0009	C052	69.442	0.5188
T0001,T0011	C058	90.879	0.5061
T0009,T0025	C025	43.427	0.3986
T0006,T0026	C024	100.0	0.1514
T0018,T0025	C024	77.74	0.4122
T0017,T0020	C003	57.251	0.044
T0022	C044	42.076	0.6777
T0008,T0025	C010	93.389	0.1155
T0004,T0016	C017	86.06	0.2683
T0005,T0007	C014	94.9	0.5859
T0021,T0029	C010	50.509	0.3482
T0000,T0024	C004	29.184	0.5526
T0022,T0024	C026	43.197	0.0586
T0011,T0023	C023	87.17	0.0722
T0003,T0015	C037	87.515	0.1088
T0021,T0025	C049	40.961	0.6414
T0001,T0026	C052	60.164	0.2207
T0000,T0025	C021	61.692	0.1536
T0007,T0029	C001	59.133	0.611
T0000,T0019	C033	58.826	0.3333
T0009,T0010	C031	48.746	0.1409
T0024,T0028	C005	25.094	0.1529
T0000,T0015	C000	67.761	0.6503
T0005,T0006	C052	57.687	0.5203
T0000,T0011	C013	72.951	0.0491
T0025,T0027	C041	32.896	0.1311
T0010,T0022	C058	73.019	0.1915
T0021	C042	49.054	0.2591
T0013,T0026	C014	74.862	0.1089
T0011,T0015	C011	62.92	0.01
T0009,T0026	C003	84.092	0.6065
T0001,T0007	C053	19.462	0.3321
T0004,T0011	C033	45.374	0.0857
T0008,T0017	C036	53.847	0.1903
T0005,T0012	C001	73.717	0.1135
T0008,T0009	C034	86.63	0.4465
T0014,T0029	C027	56.086	0.28
T0001,T0024	C044	86.829	0.0288
T0011	C013	47.344	0.3381
T0010,T0016	C004	68.881	0.1145
T0014,T0020	C029	34.56	0.43
T0007,T0014	C047	54.657	0.2935
T0004,T0020	C015	35.254	0.0584
T0016,T0029	C003	21.602	0.4239
T0025	C052	42.126	0.7586
T0009,T0029	C002	82.504	0.0837
T0015,T0023	C015	62.969	0.2473
T0002,T0011	C000	63.144	0.7622
T0023,T0026	C003	63.562	0.6097
T0006,T0020	C005	33.95	0.1392
T0017,T0021	C049	38.51	0.2723
T0010	C030	13.307	0.9049
T0023	C041	20.686	0.3788
T0016	C046	17.561	0.1943
T0007,T0020	C026	78.219	0.5011
T0018,T0028	C020	69.379	0.6765
T0022	C010	42.558	0.592
T0001,T0027	C045	39.969	0.5344
T0000,T0003	C058	53.371	0.1793
T0004,T0009	C052	98.806	0.0722
T0022,T0023	C014	87.952	0.2142
T0005,T0019	C003	29.318	0.2829
T0013	C042	24.487	0.7229
T0011,T0025	C030	89.652	0.4778
T0018,T0024	C011	51.069	0.1397
T0009,T0018	C042	97.078	0.3415
T0006,T0023	C043	30.395	0.1266
T0026	C013	30.947	0.8341
T0001,T0019	C034	47.953	0.6063
T0028	C031	49.783	0.1045
T0018,T0020	C027	52.362	0.4415
T0011,T0015	C046	35.986	0.5466
T0018,T0019	C043	48.545	0.1385
T0006,T0011	C025	65.856	0.3883
T0007,T0017	C014	70.355	0.1581
T0016,T0021	C042	78.785	0.1218
T0000,T0016	C041	54.074	0.2522
T0002,T0012	C035	80.036	0.2624
T0000,T0029	C030	58.12	0.0552
T0000,T0019	C016	35.01	0.1374
T0005,T0011	C000	51.332	0.209
T0013,T0015	C012	52.172	0.0994
T0012,T0029	C002	49.907	0.4481
T0004,T0006	C017	90.872	0.4371
T0002,T0003	C011	54.954	0.1019
T0008,T0018	C000	97.571	0.0269
T0003,T0018	C001	36.586	0.265
T0009,T0026	C035	62.375	0.618
T0001,T0002	C032	96.409	0.1243
T0007,T0022	C031	77.379	0.2992
T0020	C038	29.243	0.7937
T0023,T0027	C037	51.383	0.1058
T0015	C044	26.866	0.8112
T0013,T0020	C043	59.762	0.0891
T0009,T0014	C034	69.019	0.3971
T0004,T0021	C048	60.941	0.5658
T0025,T0029	C037	63.859	0.1255
T0011	C002	23.839	0.4195
T0007,T0029	C030	56.414	0.051
T0025,T0029	C023	51.12	0.0968
T0017	C035	47.317	0.8177
T0003,T0008	C003	43.314	0.3448
T0009,T0024	C001	47.008	0.2043
T0000,T0016	C049	42.474	0.4622
T0008,T0025	C024	99.766	0.0721
T0017,T0026	C059	54.79	0.0603
T0006,T0014	C015	59.536	0.7414
T0018,T0024	C019	33.767	0.2335
T0014,T0018	C000	65.503	0.2628
T0009,T0014	C057	53.114	0.0724
T0017,T0024	C058	60.172	0.5199
T0005,T0009	C036	72.468	0.0713
T0001,T0021	C040	51.632	0.0186
T0006	C020	36.312	0.2017
T0013,T0017	C038	38.77	0.058
T0003,T0013	C034	48.903	0.1213
T0019,T0022	C058	60.618	0.2101
T0012,T0023	C005	93.273	0.3572
T0002,T0015	C007	68.778	0.0497
T0005,T0021	C001	55.551	0.2395
T0014	C036	16.612	0.8516
T0011,T0013	C054	66.283	0.4296
T0007,T0025	C058	47.802	0.1126
T0013	C046	18.869	0.759
T0005,T0016	C050	69.452	0.1514
T0000,T0022	C001	73.75	0.3112
T0007,T0022	C047	47.816	0.1815
T0018	C022	46.809	0.5991
T0013,T0018	C040	65.315	0.1044
T0007	C008	46.165	0.9234
T0007,T0016	C030	77.17	0.1826
T0015	C056	41.918	0.9127
T0020,T0027	C044	48.454	0.3227
T0004,T0007	C047	72.374	0.1966
T0011,T0026	C010	43.451	0.159
T0013,T0025	C054	60.587	0.502
T0008,T0017	C044	66.782	0.0274
T0006,T0013	C049	37.408	0.4727
T0001,T0023	C050	57.135	0.08
T0004,T0021	C010	56.903	0.0828
T0004,T0027	C007	37.326	0.8734
T0011	C038	10.954	0.4768
T0005	C058	48.385	0.3929
T0016,T0020	C051	58.599	0.0934
T0006,T0021	C002	91.106	0.2262
T0006,T0023	C031	52.559	0.1387
T0001,T0007	C047	49.668	0.1968
T0009,T0019	C049	40.71	0.3919
T0000,T0015	C019	69.684	0.0297
T0000,T0016	C051	78.376	0.1226
T0023	C018	45.025	0.1279
T0024	C007	13.883	0.7987
T0003,T0021	C007	50.993	0.01
T0027	C015	44.118	0.4046
T0002,T0024	C023	37.65	0.7979
T0008,T0026	C036	37.462	0.2598
T0016,T0024	C040	56.984	0.3852
T0020,T0025	C037	71.989	0.4481
T0002,T0009	C026	62.484	0.2069
T0009,T0014	C024	27.544	0.2043
T0012,T0025	C049	45.881	0.0981
T0013,T0015	C059	89.788	0.6271
T0006,T0027	C005	27.021	0.4669
T0001,T0009	C055	44.986	0.7856
T0000,T0007	C022	34.442	0.1872
T0005,T0012	C023	56.014	0.422
T0004,T0011	C056	76.78	0.3681
T0018,T0020	C050	27.544	0.1732
T0004,T0020	C011	41.365	0.162
T0013,T0027	C045	90.163	0.2935
T0000,T0021	C019	32.951	0.1313
T0011,T0015	C041	77.86	0.1677
T0015,T0026	C050	50.942	0.01
T0012,T0022	C003	85.746	0.5867
T0006,T0021	C028	81.825	0.2066
T0000,T0029	C057	56.714	0.5043
T0006,T0010	C044	77.982	0.3165
T0015,T0028	C044	40.501	0.6453
T0021,T0022	C000	61.18	0.1233
T0008,T0011	C016	51.759	0.1061
T0002,T0025	C030	87.987	0.1013
T0020	C030	44.177	0.4658
T0000,T0004	C005	40.588	0.3511
T0009,T0010	C020	60.133	0.0411
T0010,T0018	C000	76.38	0.2484
T0021,T0024	C035	43.477	0.1921
T0000,T0010	C023	55.853	0.3661
T0018,T0025	C029	56.355	0.1447
T0008,T0014	C003	43.122	0.2623
T0011,T0026	C052	61.647	0.1586
T0016,T0018	C042	100.0	0.1661
T0020,T0025	C014	100.0	0.2851
T0018,T0020	C024	92.07	0.8083
T0018,T0022	C011	33.339	0.3028
T0007,T0029	C040	54.01	0.2177
T0011,T0027	C053	55.489	0.0406
T0011,T0024	C035	68.833	0.3914
T0021,T0029	C033	47.166	0.2643
T0017,T0019	C027	82.95	0.1348
T0002,T0026	C047	92.12	0.0801
T0025,T0026	C037	80.488	0.1472
T0023	C059	22.391	0.3733
T0016	C006	47.366	0.9153
T0006,T0019	C040	67.783	0.2174
T0009,T0024	C013	65.411	0.4874
T0005	C033	22.766	0.4464
T0026	C050	27.702	0.2206
T0007,T0023	C058	50.249	0.2501
T0005,T0022	C026	27.729	0.0665
T0002,T0025	C017	48.603	0.6519
T0012	C033	29.478	0.4566
T0010,T0012	C015	45.129	0.3081
T0000,T0028	C051	53.099	0.181
T0003,T0016	C016	100.0	0.2079
T0023,T0024	C045	56.887	0.5069
T0006,T0023	C052	70.607	0.6808
T0014,T0023	C051	85.017	0.1761
T0024,T0029	C057	51.282	0.636
T0000,T0021	C018	57.523	0.1469
T0018	C019	24.253	0.6093
T0013,T0024	C038	33.537	0.0121
T0012,T0018	C012	43.139	0.1491
T0001,T0013	C027	81.641	0.0836
T0019,T0025	C022	30.531	0.0454
T0006,T0021	C004	30.914	0.2575
T0003,T0026	C046	46.366	0.4098
T0009	C014	44.035	0.8929
T0001,T0002	C054	70.006	0.0526
T0006,T0023	C040	63.651	0.1082
T0004	C040	27.722	0.2288
T0005,T0029	C018	44.524	0.121
T0012,T0021	C054	66.713	0.2854
T0000,T0005	C055	43.062	0.4246
T0000,T0014	C043	61.503	0.551
T0006,T0021	C011	40.285	0.1209
T0005,T0010	C009	80.979	0.1905
T0000,T0024	C013	50.705	0.0254
T0003,T0010	C037	55.57	0.3797
T0003,T0007	C023	77.098	0.0407
T0017	C008	15.272	0.6508
T0008,T0014	C020	65.653	0.1938
T0015,T0021	C004	30.41	0.2436
T0014,T0025	C006	53.927	0.3122
T0011,T0019	C051	54.022	0.2388
T0015,T0020	C018	55.405	0.3918
T0007,T0021	C002	53.611	0.3353
T0006	C017	34.915	0.4745
T0008,T0029	C006	56.956	0.8204
T0004	C028	32.774	0.6705
T0016,T0019	C041	38.526	0.742
T0002,T0005	C045	38.044	0.1223
T0002,T0018	C004	34.611	0.1082
T0009,T0023	C050	63.417	0.1026
T0019,T0026	C007	34.832	0.4722
T0002,T0005	C014	71.677	0.3384
T0000,T0025	C045	50.509	0.4336
T0026,T0029	C006	76.582	0.5586
T0008,T0011	C025	58.432	0.3349
T0016,T0021	C005	84.612	0.1211
T0003,T0010	C051	30.851	0.4556
T0009,T0017	C001	65.204	0.087
T0009,T0026	C030	84.218	0.3137
T0010,T0026	C041	38.88	0.044
T0008,T0012	C054	65.92	0.2007
T0014,T0028	C014	38.016	0.5831
T0008,T0012	C051	69.752	0.0599
T0001,T0005	C034	53.679	0.7095
T0015,T0020	C049	33.477	0.2847
T0012,T0013	C029	67.365	0.0466
T0018,T0029	C054	49.87	0.2246
T0009,T0029	C035	64.013	0.1295
T0004,T0014	C051	84.313	0.1398
T0003,T0027	C022	29.209	0.0168
T0006,T0025	C047	55.847	0.3255
T0002,T0011	C047	66.31	0.2718
T0002,T0017	C059	56.75	0.0648
T0005,T0026	C040	81.807	0.3081
T0018,T0020	C044	74.087	0.5532
T0015,T0021	C028	70.453	0.1156
T0016,T0021	C049	44.037	0.7263
T0000	C022	25.359	0.1907
T0022,T0026	C025	48.558	0.7555
T0013,T0018	C047	50.589	0.1114
T0001,T0026	C025	47.372	0.3578
T0008,T0018	C011	56.553	0.1785
T0013,T0025	C032	55.479	0.01
T0021,T0026	C020	20.587	0.1817
T0016	C026	16.955	0.8309
T0003,T0020	C040	22.887	0.1144
T0018	C056	21.656	0.7663
T0008,T0015	C008	72.788	0.1764
T0017,T0021	C009	48.722	0.3948
T0017,T0027	C014	31.726	0.0241
T0006	C035	44.149	0.7705
T0017,T0019	C048	43.187	0.2639
T0000,T0005	C019	49.637	0.1558
T0011,T0016	C055	85.141	0.228
T0013,T0019	C042	61.922	0.5182
T0011,T0029	C029	68.939	0.2297
T0002,T0015	C016	38.925	0.4259
T0013,T0019	C013	68.167	0.1025
T0010,T0012	C031	77.123	0.1824
T0014,T0021	C052	49.954	0.1151
T0008,T0023	C009	52.97	0.5556
T0000,T0029	C014	53.759	0.401
T0000,T0006	C003	50.111	0.4493
T0003,T0017	C041	70.953	0.1341
T0017,T0018	C056	65.877	0.2598
T0002,T0027	C019	32.948	0.2965
T0004,T0029	C057	40.512	0.4767
T0004,T0027	C021	58.452	0.1762
T0004,T0018	C032	86.782	0.31
T0014,T0015	C018	52.823	0.0464
T0011,T0024	C054	63.277	0.3458
T0006,T0016	C012	69.434	0.0782
T0021,T0027	C047	56.912	0.0323
T0008,T0019	C044	83.586	0.2263
T0015,T0029	C043	36.618	0.073
T0015,T0027	C004	53.772	0.404
T0016,T0025	C048	87.031	0.4144
T0008,T0019	C001	41.169	0.5474
T0001,T0011	C042	48.677	0.1021
T0027,T0028	C038	36.068	0.4569
T0008,T0015	C047	44.941	0.2432
T0011,T0023	C034	49.144	0.1675
T0008,T0022	C057	91.835	0.4154
T0024,T0027	C002	64.416	0.1594
T0011,T0014	C025	61.367	0.0534
T0001,T0018	C037	44.883	0.1255
T0016,T0029	C019	59.343	0.2721
T0001,T0029	C038	37.58	0.032
T0002,T0025	C038	60.484	0.0906
T0000,T0011	C018	67.341	0.2753
T0024,T0025	C003	87.146	0.5988
T0011,T0017	C040	71.954	0.3973
T0015,T0016	C056	92.515	0.7483
T0022,T0028	C017	60.396	0.0533
T0008,T0011	C054	66.969	0.3751
T0004	C023	26.782	0.3068
T0003,T0005	C032	69.932	0.1055
T0001,T0013	C036	72.172	0.3699
T0009,T0025	C046	67.904	0.1859
T0001,T0005	C024	59.89	0.0939
T0005,T0014	C053	54.115	0.0463
T0014,T0029	C028	42.047	0.461
T0001,T0002	C039	69.212	0.4325
T0021,T0022	C005	63.38	0.8258
T0021,T0022	C054	55.091	0.4135
T0004	C047	49.074	0.6663
T0005,T0029	C025	23.465	0.5174
T0005,T0024	C011	58.16	0.1611
T0009,T0017	C047	100.0	0.3411
T0000,T0012	C036	82.891	0.2149
T0003,T0010	C057	52.351	0.4176
T0003,T0014	C043	70.258	0.3499
T0024,T0026	C014	57.975	0.1373
T0026	C030	37.217	0.7053
T0006,T0024	C007	41.935	0.7192
T0012,T0024	C039	53.025	0.7634
T0017,T0022	C030	89.455	0.3312
T0005,T0019	C053	41.715	0.1231
T0008,T0012	C019	50.155	0.1249
T0008,T0012	C013	45.428	0.0332
T0003,T0019	C027	43.246	0.1918
T0006,T0026	C023	52.866	0.2065
T0017,T0024	C002	46.733	0.0803
T0012,T0026	C007	83.125	0.549
T0005,T0026	C018	87.173	0.4035
T0005,T0011	C017	49.251	0.0506
T0005,T0011	C005	44.451	0.0902
T0000,T0013	C042	59.119	0.5079
T0022	C038	14.171	0.4545
T0002,T0009	C049	23.711	0.3116
T0001,T0017	C059	27.539	0.113
T0022,T0024	C005	39.416	0.4173
T0011,T0024	C026	58.165	0.2143
T0004,T0024	C041	55.589	0.7181
T0010,T0017	C013	50.488	0.3264
T0010,T0028	C026	57.537	0.5282
T0006,T0015	C003	33.832	0.1579
T0016,T0023	C007	40.06	0.1813
T0001,T0026	C007	49.822	0.3339
T0011,T0014	C003	70.465	0.4
T0008,T0024	C025	34.623	0.1132
T0018,T0023	C031	29.269	0.1248
T0007,T0018	C022	62.411	0.532
T0027	C026	33.112	0.9059
T0005,T0024	C058	54.957	0.2964
T0026	C008	20.741	0.8462
T0008	C028	49.297	0.9435
T0011,T0022	C058	84.364	0.3868
T0013,T0014	C005	65.063	0.2905
T0027,T0029	C015	71.765	0.1298
T0014	C039	24.948	0.7669
T0021,T0023	C035	49.593	0.1774
T0015,T0025	C005	76.184	0.4559
T0006,T0027	C049	65.895	0.3592
T0021,T0029	C019	32.362	0.3098
T0000,T0011	C056	36.104	0.2702
T0023,T0024	C037	48.173	0.1942
T0002,T0022	C000	54.762	0.6212
T0007,T0008	C052	39.054	0.2679
T0000,T0003	C025	73.612	0.4681
T0024,T0029	C036	70.617	0.0787
T0012,T0023	C029	56.939	0.107
T0010,T0029	C010	54.454	0.5355
T0006,T0012	C022	50.008	0.6506
T0006,T0007	C059	42.177	0.6643
T0013,T0026	C039	53.757	0.827
T0010,T0024	C019	52.392	0.1162
T0012,T0029	C054	72.512	0.2287
T0000,T0008	C004	36.13	0.1654
T0008,T0019	C018	73.64	0.7167
T0007,T0025	C017	69.703	0.1243
T0003,T0015	C039	54.11	0.0344
T0015,T0024	C042	49.716	0.4175
T0002,T0024	C057	41.928	0.5333
T0011,T0019	C015	99.263	0.1654
T0024	C035	29.186	0.7051
T0011,T0025	C018	43.465	0.599
T0018,T0025	C008	54.228	0.2307
T0010,T0013	C054	44.796	0.1328
T0019,T0024	C023	32.236	0.8984
T0000,T0023	C005	47.45	0.2295
T0024,T0025	C025	30.508	0.0857
T0021	C053	47.283	0.5726
T0013,T0020	C026	52.4	0.0492
T0022,T0023	C035	50.319	0.3197
T0006,T0029	C054	35.326	0.2839
T0016	C025	29.563	0.4588
T0010,T0029	C030	39.725	0.1101
T0000,T0002	C050	41.256	0.213
T0006,T0016	C051	51.732	0.1348
T0022,T0028	C034	30.057	0.2293
T0016,T0022	C037	62.247	0.0277
T0000,T0024	C022	67.868	0.1808
T0013,T0022	C027	65.072	0.0923
T0009,T0015	C053	54.485	0.4534
T0003,T0015	C047	67.654	0.1578
T0009,T0028	C024	40.863	0.0699
T0003,T0013	C055	19.012	0.3305
T0010,T0025	C037	61.594	0.6583
T0002,T0007	C023	43.034	0.0691
T0023	C017	29.138	0.226
T0009,T0010	C059	64.228	0.01
T0003,T0023	C038	29.939	0.3421
T0019	C039	42.863	0.2031
T0009,T0016	C013	57.266	0.3501
T0005,T0013	C007	69.364	0.6197
T0005	C052	12.422	0.6822
T0010,T0016	C001	74.908	0.4415
T0019,T0020	C003	48.884	0.155
T0020,T0028	C024	80.009	0.1559
T0021	C029	33.537	0.7071
T0015,T0027	C013	36.284	0.1458
T0017,T0026	C009	36.79	0.0786
T0012,T0015	C036	76.663	0.0522
T0017,T0018	C009	70.285	0.0755
T0004,T0018	C055	57.39	0.0703
T0019	C004	14.428	0.6552
T0008,T0014	C008	87.601	0.217
T0005,T0015	C030	71.583	0.1325
T0001,T0026	C017	64.255	0.0929
T0002,T0012	C046	58.84	0.2106
T0008,T0029	C057	90.983	0.5418
T0021	C043	10.484	0.3242
T0027	C012	28.329	0.2215
T0007,T0011	C013	63.125	0.2236
T0015,T0018	C051	56.167	0.6635
T0009,T0019	C059	71.554	0.0728
T0005,T0028	C047	59.489	0.463
T0001,T0010	C026	33.472	0.1018
T0001,T0021	C057	49.554	0.5818
T0015	C034	32.0	0.2811
T0000,T0028	C017	55.325	0.137
T0011,T0012	C028	50.741	0.4121
T0002,T0021	C050	55.448	0.4583
T0012,T0014	C053	56.189	0.1149
T0008,T0012	C003	54.785	0.3939
T0005,T0016	C007	65.494	0.6891
T0001,T0017	C048	43.964	0.0959
T0020,T0026	C039	62.243	0.1913
T0002,T0028	C029	91.288	0.0763
T0018,T0029	C033	63.239	0.1263
T0017,T0020	C049	44.976	0.1091
T0007,T0011	C054	68.195	0.4598
T0008,T0019	C029	60.099	0.1014
T0028	C008	25.609	0.8563
T0012,T0015	C027	37.323	0.1088
T0007,T0027	C055	38.173	0.0216
T0012,T0013	C020	46.438	0.1097
T0008	C022	27.258	0.4323
T0000,T0007	C005	41.479	0.3117
T0013,T0014	C039	58.385	0.6771
T0015,T0023	C047	47.109	0.0841
T0023,T0026	C043	42.364	0.4067
T0011,T0015	C004	24.463	0.144
T0004,T0027	C024	44.371	0.7427
T0009,T0014	C017	69.517	0.344
T0015,T0022	C006	32.321	0.6416
T0008,T0013	C008	70.216	0.0576
T0000,T0005	C002	43.031	0.4373
T0000,T0008	C057	79.276	0.4168
T0021	C052	32.8	0.1656
T0015,T0026	C024	59.723	0.1172
T0013,T0027	C007	47.467	0.7197
T0018,T0021	C011	39.612	0.0682
T0022,T0024	C036	57.69	0.2139
T0025,T0028	C021	73.018	0.1012
T0025	C002	32.699	0.3675
T0023,T0024	C022	84.918	0.8301
T0015,T0021	C002	46.578	0.0725
T0004,T0026	C039	47.852	0.616
T0010,T0021	C053	100.0	0.2766
T0024,T0029	C022	86.425	0.7594
T0003,T0021	C033	36.141	0.0634
T0006,T0020	C030	62.193	0.2401
T0002	C017	17.484	0.9256
T0019,T0027	C037	62.855	0.3553
T0005,T0013	C048	71.16	0.1415
T0016,T0022	C005	55.901	0.1297
T0014	C028	27.239	0.6264
T0015,T0024	C003	48.475	0.3286
T0003	C013	24.329	0.4991
T0013	C008	32.067	0.4012
T0015,T0026	C014	66.233	0.2029
T0003,T0026	C049	78.087	0.1363
T0003,T0018	C040	44.544	0.0475
T0017,T0025	C058	88.314	0.3392
T0003,T0009	C026	89.611	0.0151
T0016,T0017	C021	57.388	0.6176
T0008,T0018	C021	69.694	0.6936
T0006,T0013	C009	88.513	0.3081
T0001	C002	34.129	0.2526
T0020,T0025	C053	55.953	0.0418
T0010,T0028	C023	78.795	0.3771
T0008,T0017	C041	100.0	0.2043
T0017,T0021	C007	43.188	0.1152
T0004,T0020	C044	72.424	0.318
T0002,T0005	C002	61.25	0.3929
T0021	C054	17.372	0.8638
T0016,T0017	C045	54.139	0.4435
T0005	C019	32.746	0.6865
T0006,T0007	C000	43.277	0.0824
T0006,T0027	C029	27.007	0.1122
T0016,T0019	C031	42.291	0.3529
T0001,T0016	C034	41.563	0.7258
T0010,T0029	C016	54.051	0.0422
T0013,T0017	C048	34.523	0.2602
T0026,T0029	C033	67.846	0.253
T0000,T0006	C021	42.45	0.1363
T0009,T0019	C039	61.076	0.0275
T0013,T0027	C016	46.861	0.3093
T0000,T0010	C049	30.079	0.1123
T0017,T0028	C008	33.495	0.5451
T0015,T0020	C046	38.743	0.558
T0005,T0028	C054	54.838	0.2352
T0002,T0021	C058	75.093	0.0654
T0006,T0016	C011	62.113	0.1255
T0002,T0009	C035	87.202	0.3436
T0008,T0011	C014	50.369	0.6385
T0013,T0029	C055	24.298	0.1369
T0017	C029	29.969	0.6555
T0003	C006	42.596	0.4034
T0020,T0025	C044	93.159	0.3258
T0024,T0027	C010	86.672	0.1173
T0002,T0017	C038	43.017	0.1462
T0019,T0028	C000	81.529	0.4776
T0014,T0026	C045	41.166	0.0292
T0007,T0026	C028	43.156	0.3538
T0001,T0018	C027	68.948	0.7311
T0005,T0021	C050	73.75	0.5461
T0012,T0013	C059	59.496	0.6663
T0004,T0010	C043	61.328	0.2602
T0005,T0009	C018	49.203	0.3558
T0011,T0012	C049	49.044	0.0967
T0001,T0025	C041	36.388	0.1132
T0016,T0020	C050	40.264	0.2816
T0012,T0022	C034	59.958	0.2328
T0004,T0006	C025	59.913	0.3279
T0008,T0013	C046	46.542	0.7025
T0001,T0015	C044	69.385	0.2585
T0008	C031	44.827	0.8704
T0008,T0022	C027	30.014	0.25
T0014	C004	32.063	0.8713
T0002,T0022	C055	38.256	0.6287
T0009,T0012	C030	60.435	0.2863
T0000,T0003	C015	55.906	0.1958
T0019,T0022	C002	71.43	0.3439
T0004,T0024	C058	71.027	0.1906
T0007,T0027	C052	42.21	0.2828
T0005,T0009	C005	52.226	0.0108
T0011,T0020	C007	52.591	0.1491
T0004,T0006	C044	50.123	0.2671
T0002,T0016	C017	52.348	0.241
T0000,T0018	C047	60.305	0.0597
T0008,T0015	C033	35.779	0.2079
T0015,T0022	C026	37.574	0.0857
T0001,T0011	C032	59.224	0.0807
T0013,T0015	C026	59.801	0.0493
T0027,T0028	C046	38.928	0.7369
T0003,T0006	C017	71.623	0.3019
T0020,T0021	C053	88.577	0.1319
T0013,T0024	C023	37.461	0.295
T0007,T0009	C030	82.118	0.1582
T0005,T0025	C026	40.219	0.1749
T0016,T0017	C014	42.489	0.0515
T0005,T0018	C008	53.783	0.141
T0006,T0024	C012	62.866	0.1334
T0006	C014	33.53	0.8114
T0005,T0011	C039	69.722	0.4144
T0012,T0028	C051	64.415	0.3128
T0003,T0019	C016	54.433	0.0562
T0001,T0022	C029	60.234	0.01
T0010,T0011	C019	73.789	0.0901
T0010,T0025	C049	40.239	0.0502
T0018,T0025	C031	44.685	0.1737
T0008,T0020	C032	36.949	0.1027
T0005	C047	42.963	0.6111
T0008	C023	42.465	0.6968
T0004,T0028	C049	56.853	0.2405
T0021,T0024	C010	92.757	0.1366
T0004,T0017	C059	57.69	0.01
T0001,T0013	C057	48.387	0.276
T0022	C030	48.484	0.4767
T0006,T0028	C036	73.281	0.1699
T0019,T0026	C008	31.82	0.602
T0005,T0008	C001	37.439	0.3561
T0004,T0006	C042	56.907	0.0957
T0002,T0028	C056	73.371	0.4729
T0004,T0014	C000	75.959	0.1815
T0020,T0026	C044	45.919	0.1979
T0008,T0023	C020	54.727	0.4584
T0010,T0024	C027	39.73	0.4557
T0001,T0005	C048	55.104	0.0592
T0000,T0022	C026	51.39	0.0568
T0014,T0027	C032	64.935	0.1444
T0000,T0009	C038	42.642	0.0303
T0010	C031	24.336	0.6028
T0006,T0012	C032	39.752	0.2353
T0004,T0011	C001	35.606	0.5184
T0009,T0022	C043	52.263	0.4249
T0021	C037	39.251	0.673
T0005,T0008	C059	78.43	0.5244
T0006	C006	25.9	0.3843
